id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel,c1,c2,c3,c4,c5
JvKy_ieaaasHsEEcvQCB647jgF7b-sSEXtZ2bxaCQkuNyhY,0ZJytzzf61c0ELJmRIcDCHWaioe9oxt5mjat3ImTgMCJlw,2E4zAWkx7gF9Q4J4eXFtY_hJYFKKdEM1prYLxRR_0__F_o2dZz00S3zVFSUK5ArhdRPwkmLMxKfXKQ,milanello,3014,1558725158000,65,,,,,
wNbMIDGU84Dl9yJv0RQSzUYcHGXVljo1jNQXmjkwejIK85k,oVuLxGAB8YZZlMX38akHJcuNsnotgk_CdxaBz6ea5Wj-ZqE,HhLiDgyhSfpCu3Q_r_UifanWBQcxa6MO1f_No3HSHV_pKkEPvKp29UDz4e65M7gI2E38aCx3NIYRuw,SaltyFries12345,3024,1558996383000,41,,,,,
d5ZKAPc1JKAwxXmJECwrYBPyvK_Kd0HDUdKE-zSaNmgS7JE,QzltpiUZviqfxwzWo4pKlPcqs3Yt6QpslVqdj6qDowjPmQA,AINNl7tTCzuQ6IuKriBsRI-R2JevVjG98MYoKuyqnPO6vfn47VN8IoJid12P_IcJwYV4b4WQEQaG7A,DriveOrDie,23,1558966973000,212,,,,,
zApBIavcOtNxYqc_kDSu-IjpUCEORGQs48ipCPVaK5ItLUo,KkgoWejUkypx-hiKtRzyz-4-c_RDO4qOo6TAwCYmSfVp-tw,7GSb0JNV0gRY7CmUtwEf3VhHEzfblVpUgozIKnSc0c5t20fr8liAc9mjFFu9cfp6NqroqG-BXw_43w,Pumpkiinxx,1428,1558299569000,56,,,,,
Getw9IXHeSJ1jgIj8wmC0sJu8l0IqVBwVHc4gHgg79vHn1Q,OFZr2hFCypw-kMcfS0KS9Nq5zByJsE78Hg3r7XOX0nuG5sE,YSpbfy4Vem7jLWxJkWARwMGYj1mgyc-afyzPSxQYKQRMzWPrsHvko3XPvq1gwuLLKDOGi4x_ghSijg,sirsoma,3014,1549168994000,34,,,,,
e_PYD9wilmKaSAfgvkLDvLjiX_Bp6aM_XPrMVYd938CsvB8,GFddQQO-CKGJBywJXb-A10RJB9ZjqMAGkaDqNSFW1MMam18,-sqpyWvpz-_ZkctUE4W_P9ikiwPvaJKYBbBodHxQVPogGl_yeD6M9F4PACC3RZO4a6y3Aig9Jwx-0w,DeadKnight67,4080,1558981408000,80,,,,,
2_AvNSGzS_1KSEOa2GzQt-XLAHYSuHUJppxIodQKx77H_sU,_fibFhltimvz3K46AyRlBbbfQ01I6j5jsEkwsYOy_7DpeA,7w6QoycVvpy_Ez897XAZv0YP2vNzlmrva9EkVKJRlI4VdYNVEc3kfOiGj4ZMd8qBf-hWKAWlkXjZMw,NightRaven703,4086,1558282523000,113,,,,,
bdlK_OIha9GTK5qbxW2SQx0ssL9J0NAa24n1EuOjuvZGjbA,_OmmOE1K0T_lMGooI5mPEjK0iVHNsLPftDSVcshiE60QxrQoAnOSkWa3,hPKVygmHYoszExCLSgBb_iISd1wNobTNO6vt7-jYeb6dlR2MUgHi5Ee8M22GWsDeKPP9G_1PV2vYGA,iron4ever,3776,1555890408000,39,,,,,
vS34ZgQi_j9zf48Ix2iQDokF_xx2XiH5BXCdpoUbXSh2GPM,9lJykrBXWcYrMKQAR2zo59TGbSfa1SK9VXrZ3TbrBXb1grI,Ov_OOXBEcLWb2StAefPVq08Lo8KvGiV8OM7WzBJ3wZQTsbGLV90roVjMRmcZZHH_pGZ5s2CH2IBnHw,JWTenacious123,3379,1558657938000,87,,,,,
Hi2XL02ro2sXD9WoOfa-YQA4zu8Rv6BIh9Qo5nsHMzhC1GE,htQU81Qs-31Gt3FbNQ0_X7q9tsbs8VLmnzHo5vHIhdJR0ls,9QcP3w7Yhw9sWcQudp7d37oe4xZT-UmxmXoVbGSTIxTAfTvSWH0Te2xZQAIsRiOX6I6tAjJJIBkt0g,Bumrocker69,4100,1558885320000,60,,,,,
gl61lDv3Rnd43r4Ex1-068XMVoSqs2i11CIgTuhnsBZMTCU,Aps5ppS9G09r07QsGIV4YsXPHW4HAgv79UHC6XDJSOX1tw,57fYRo6n5uGBU01SKl6KKTzxYDTxZZ-hNPCZdiirJGcNaCUrG02N_JpfV_Rpw0L46ONKgR3gWaTvHw,sean1999,661,1558999621000,42,,,,,
jrYZO7NhP3uRpD8MMOGT6nyWvTo6FVmG5cmGbwvPie5JtdE,nfk0Td8bJc1P-cCwPmcWFNq9nD2iNC98oxP8L6J69_CvqLw,6DIZ-AV3aR9s7cFcSZvaeR3yhB1oBhs0zXhUF5TulLjOaTYoHCVZsP07-NGQ55ckf_OcrNWdkE1zSA,DeviantAngel,7,1558987532000,43,,,,,
8PQeTesdVm8bg_x1FOGGBH6UNESSHTydwlErCd98rm0vVpg,puXjlCtQY7GabVadRFgLXqOGFlcsHA2ViR8uU9MNNNiGibs,U1t_HvMk99HXfnWUlqflGMO5LfRBv9Wtr4zeQU4IaIbnlbVOVUmcrge920Jc8Z2BVIH9rfPzkCKAqA,kica123l,4053,1558466856000,92,,,,,
MDdgB5qotllOA7bxurS8vi-rKfOvuTp7s8_demsg2v2_sus,vpQcnaWs9dkW8D4BCHDnRxpv4QYD3jXrgRCHfUIqwYPGng,hmV9mAhCsRkmnNalCoXmW8Q4TTabpbN5AJJf2sptKyWNz_ux9NxxsXAO-XL7IyY7x0es-0ZkcoxvjA,mannyfootball,4087,1558681479000,66,,,,,
jcJbcJDFl_GV4bIJN8Zct1xUhiwSt9pDaQjJVEn8OWteNes,xHWG1GM9XanUvVJAm2iKCTFinOdCJxjhZY-1qB5-yrsUWnY,Wcxgrn1RZ9oQ71WjaL5vaVgWp2qjUnPeaklspkON_DUK3rEt_rMsZ8bSD4RDknXYGPYIXivzBiBXOQ,DaCoon,1387,1558896810000,59,,,,,
BXiRMOdxxEMGweeB8i9LTYCICG3SLmb_LqAaveEp4uAPFAQ,HPCoRneBG5FOhpwXVg7cQ35f8AGPY4IBDXtnUXAis-qa6yw,ZgcyBRrFi97mwXIGvZJuA21uLfXZxct7d919lsGB6jIMEGASsRH8DqGJ7s1zCytZwT4myxsqEIJ9vQ,Kamidogu,0,1554264796000,66,,,,,
ZzyliA2Wb6clhScEFCWBCPhcabek67EwwxgQA97I4Fh-lwc,5QVwTGFw_r5aB-17jChJGbtHU9Ss-tviZ2Mun-DAJCkadF8,cRjke301p23NWZl1ci_Rms9_fwkUSiuAhwtrXbF9d8Td-RnSsrATg4u7Y3Ld-oHpoBvAs9t-3UlNXQ,BreeZ ReAPeR,682,1558974931000,35,,,,,
zxPRCD6C6g7djp_zvBR94YlNz4VW_BkKMAeFLa12Zjp3dXo,E6r_d92tI5op_itF-VzbBskQzfKflAAC1Jc5xpPz97Lgmv0,-usR_6y0z-0zOPDY7UiCH_qj8kzmZvWJ0OURCeWSBjyGE2_OkF-NM2M6rYMDVopaPc7Xs-4lvVy-5Q,Trafalgar222,4086,1558937193000,47,,,,,
lP4fdpPiOaC873OrwDw-22At3O8vGKZUdXoOj22S68njZlA,zGrqVcX3D51mADVrfy4oJKuqEJHtV74MTfMaM1N9q8jkCw,Mbo7MIw_niA_o2dAr3jsaLwn_YGQZIcmxob13W9oScEoxYQ7VZBNUaJ1AZBZ6disqy_AzXgfHO5P6w,FieryOmega,4027,1556068243000,55,,,,,
chxIlwfAHhFwpk-lYlScMuWN4HRTYQ-wZyRGTcXDu52sePw,5WqKlUd5fWHjk7r7I7-YClB_ur8NbVAhnyt-Zt_79CZCiN0,6_m4ZsufdgXmckqzSwmXTVgqCjKlkJj8CBV91tPaK3RsW2p7SZhJ-XwE6ChrGdFBxpEDDpSAWxjooQ,GodHatesFlags69,3187,1555041235000,50,,,,,
2WCbfbuVa_FV1rHoDHir8WnQ9NYeGOvD4vbcxHBpsWP8F68,hXixBYlF3_dTbA7nMn5xhTNSzP3x7c2cIuVJS3xPu3vf93A,7Efd9pNQNJrLQx43Nk_fBN0zgkF6rp8HgpVgfr4KZiFvtaSWPozbv6QxzV9tRAd1iC5n4pANT3eoKA,Empress Cloon,4086,1558674189000,55,,,,,
Ge1neCQKmIbzL_Rrt504P165iPoiwtwMf9h2JtPlJ_1lDN0,NP_Sq3rpc0DQCXmWQsW-rcZ-UXhCbTS14reZraM2yZrTVQ,uiUKCA49fyKXbdfE5j9zMN4XbCwF9g7BDL2km3LTw4cd3NX0LM7eNyy_FR6UGf0AX0NVKTJyZBJGug,Jalleyfish,661,1550284302000,36,,,,,
MxV1ROSmlAGRrl3FpSN_UgoBgx0NooTag-4kXggftWP5u_Y,af0g4IQ-d02d5emEkj2dSv2_9BPxdc7zP_bMNT7FF4frubE,Ni0O7xZz3Ah5kzyK0rrhtDrC0OqqlouR1sF4Fs7U9xfM8IMmM7uZJdCLG4NklpcpSKN7BIQAn6GKSw,highflyinginger,1426,1555715912000,40,,,,,
xuNaUsDvXEKRHuPNvtzm_x57YKeJLcwLD-mZaqLY8DY-itQ,OMqKYSOgPAPxC2pAJQyai758cbjGFJwaZypinkNO9iZsDrc,NkAapN-oOtV9Y8a5D-YoS_RIjYoI-p-v45cB5juYg_7sG5apWape-pHXRFGlbPPwajl_IAoX8PJnYg,whiteravvit,3222,1550457504000,77,,,,,
it4aHwxxp21a4drk6CuqRkqoCdgR146Fc5JBJM1yPvy8oSM,LDX7ZXjdDbmVtpHMieOjE2QyJDLWjmEXBof3knFKVYpP9uI,KBKhu3BJHZROrqjQPTPev3pSKbvfxuw_8BWgTjKBXyPdlKGiJvzWkiFlPXlOgA7EwKp9cFltuk9cbg,nastyoddball,4027,1559002737000,56,,,,,
2v7xw947g64VEpsv1pvUY5vRLLA66QdGjHhDsM8RD32DPJ4,O8ql7oi_lSvRhrpdmg4-MjN2fyFm4-1FKHS6TA5BjV7SrkY,HiR2qbUU07ayrS5qHgx3oQcuaJU8wufSjtxbcKkQhP2ibHVvwzFslR_scVuSQjjknuqJGEHFD9ekkQ,sensetive man,588,1558822990000,60,,,,,
ILyLflcCxQ8OzmMHDDEChPgZ5rt8kocIAtE_0_CQKfPHCm8,bmWf9C0rTUOeRESl-3Y24YwFWfWeH2E1_rNdv0QhL722_A,5lOzFtwari_2hU_rjLjO7nIBKi9Nbts52Grhu9m7zgs2mc3fI1Sos6_70tLnBUdYrIqZ1EBc4wNnSQ,ZJSpaMM,4087,1558107345000,49,,,,,
sUUB8qvt0jiZ1LLDhwXwZLF3LAq7pb6JX5hPD0Y268mF3Bw,KKgqVZPh9DRkDb7VZQUnRgVmu08X9R0PTd4YaIVSOf1b7x8,jujY-t7GZ9iAhsOOqzqBqWrgH-0pjmHjdWEulAnwZLNBMkmo2KJAIAQtfIcmIOU3V1qLWADrHD-bFg,Jerad Carrier,1301,1558143223000,34,,,,,
lL4JO-uWPiXIQj9bHgT-Mn24k_OaoMGAJCf5yXZiGaJTgK4,BrOcHrU85eNg31gMm1zZKAHsRROtuSdHwLNBWOTSHwbsoMw,HdUZVNRfcZPodb-ZOVkFLJNU3x7SfDrAoAWFay11hLHLoPE5digYA6ZHaL7ISt-uqI28mGETcNkexQ,EmPeRoR Prince,3902,1553343576000,56,,,,,
wy76D8nduiPq2NbBxWsvYvGTv_MpcULy1mWgRpK3a7eF3aI,ctEsdIuHLD7WgRiFCetMl5OB6xPSSlfYT_tdzMWePR8RTag,SxJ9FdWjCaNTJwSKae4OdeKML4ILP2cYRk_zsNCOuczuxw0Kyr2F97xO8o4p4MhrUN5vYLDUT7ut8g,Psalms18  37,28,1558825442000,75,,,,,
1SLTbDU4QYV1rDyg5oiIVSlQF9IcaKt5cSKf2CML7cOkLP8,idpKEOrq_VjcNWltW-GiFa6-yuQakbsVomdgUGx-2SKlMMU,57xVF9yWV__SnaEwiMJXk1XrimypGaU-OCtmCsQhERD4pEqQHh4iRv--EJ5m2od7jG7yh-CTmwN5Nw,Bradrick,23,1558995101000,192,,,,,
UU1eKnpQNhY0TiYj5iRrmX_FqxL9IzkkZ6aRf3WZGm_0Nk4,_EtD-4MTatmWci0JpTcAXCtzg8V4URlYK_6hZ8GAkP3mZys,2d41UTog0HS5jH-pB14xuAL5YgEKvCyqF0zrEfNk-v5ocQ-JwZUMcM0ZDi6WSYTaETYyadTNOQoWRw,carryyoMother,953,1552844586000,44,,,,,
xQ85tNQG6jEqM6g9oNu48c9Wa4z2ZH2IFHErNEGfhvhKzYw,QmZRhDpY6g8QHOIs3kb0MbotBLbiXtlQ40per6ux9NSsJD4GYftTNgVL,I3PrDcocvEriAYZ4appgdbXCRsw3pfxGfaIjlBEDKlvz6lb8WWdeeRCoYhcUvV0o-vdTlocUcmghgA,rbernaldez003,4089,1558946390000,78,,,,,
m6VmR19M6F0K93-dNoPcpumomOnDvkkIxL40ROFbMbkbwrw,-S9ANMEclTFG9Dh8BseBa6XQDB_5bbMaOV3djjagVW6jlg,nwM6BKHJRXIoSJGd-qBTJuow1bBWKPhJvelP9SaiGctXw-AWoDTAAj59_1GwzP2n62XC4GqBSYe2Pw,Floridian Demon,2095,1557620341000,30,,,,,
DNSIn-ODNX_2bl5RfUaNEagyszMKLdSXV6mTHscS68GJRXJA,zh2sbXkfOQueFStNJr7Sto46SslKGwY-9DhoCjddI7ZiPXuSJeb5emiD,DOCkdT0jSC4cYuUqo0D8POMWMlcAqAKtChoHQeyONqMU-FwKKJyUxEieBpH7DyHZXIy1DlVWgjCO_w,WraithDaGhost,4057,1558995400000,130,,,,,
qGOUIDiWKerrJTTg0vH7v_kvsA0i-NRPJR9HwhoyRi-HA7bF,Xy93nu44eCT6HjsUeOnA2UKzmvPpbz4kFTtf_AkoYXbuxcz5hBZd4yOJ,ZXYqFOoAxtKxfhT_t8W1WpMqDWPL-e9t5Mk_SZGlVLcBjsKnbtgxf-yke0_eegVDjbxWCmT868lXfw,FaZeFakayttv,4086,1558961169000,81,,,,,
QcCdAoetRhFEoULlevPy1Oqg45wrfaJDa-TsN4oSH2rOG-4,S3OkQxZKtCayu_d1m-K0MU1isyfYWF0aUpZbtYHSPvLKSwo,H6MKSIDWUo71ziV31aejnymUsjLDA7fVVEtyH4DKOk50lFsvVzw1et3oiNq7R7BsvsjJaFxNEKQHeA,KingAlfredHelp,3440,1558932398000,98,,,,,
v15qw3sTVdH7PwrwFieazSdiLvafnKdahpVX_FwPvdpSZ5c,8yNqpa7QWAFCGZMIxbKMiCRn35C8tUKtaxVhq7-yGB0DrQ,Pj7Mn7JlXGf9bkG_pwZ-XSZgb7NMBOeuC57acjkgg5oaY1HQR55TzECV0YCGmbLOYasVELEfTUJr3Q,lordgraybane,2099,1558947233000,55,,,,,
EAFsvnADNWUGLr1l_MdjdCxof1sN04eYbeQGBFrCd9Mm79g,07_-ftwId3nrI69MyK3gL82Uc9ioLnJz44C39RFRNaXPxeo,xnfGbWDn6RymjtLwlw22mnGq7AHx0R6GaTaSvIbuN9S0hTNk8Ne1JYNpLcSZ46p_b5dYi458NHfeXw,TheAnimes,3350,1554256640000,63,,,,,
2ft0B0qsvC9ZiD9OySpp4cUndztlBxoxBjI_6EeOx0pk3V8,9sGu9q_-NLmn95KExdM9Krz2eqqPVGjXJ8Kf2o81FwX3wA,6_NX-dgkaU-QZoz6ReSuqXfqZOHMeJeq8M0VEEMUu3DmXQSRQIj0cBEZLxDv4NCUqcPaazn63gljGw,Misantrophe,4089,1558902532000,73,,,,,
QSP-XVUBVxbD8QWUh6S2Vx3nhAvqOTprB8iPCAjUsHIRxRw,WV6JEHV8VQI3p8dC73TtyLQw9oXLSZbq_6Ynp4TA5B4Mvw,sT6DHwf9QmI78tsvzh_61lCQu9Bfe6nt2qyenvp2DQhbWhnW3aVkymQbzoaim-wZwrUUS9wbmF_-IQ,pandka,4088,1557288467000,42,,,,,
_XvGfElI8xhYY3Q_poZVKvVHD0w4OsyJUsL8v1GHj5sTuBA,OkZaY7ZMsZoFGxgDFClUbl_GLEUNDNE4bvLjUNg_atOj47o,Yjgb3LOKsMEHEz-uVKqSjuY38dCoIxs8vrFDVU6DZpkN6k3BHDmlNnnhRZrEUkEURb7IJccaAsUrRQ,Nomorebronze2,4086,1558934263000,107,,,,,
tsDHDf8neZkI6GjEGqE4yxVGifwiigCAb8iZzipW1mYBtqQ,95Pl3975OEPgf1u3fp72bgplwOw7TmyU29nnqae_6zyp0a8,El7DQAJKHQBKJkT_wPZgNQ5nJuY_4_ilPkPvUWWA27pNBpQEX2P16g2_E9z7_OWj5X9XrxNLSQmuzA,krissybaby69,13,1558489791000,38,,,,,
_Cnqlum57GFyBWj0exmvOBTIHxh03WBtykVJTddudHKKPs0,O1L1kFi91hs-6JKk5g2XqHFzN4p0srvVCIHhYFG8qm4A9t4,QfHU2t8udKN3JiiA0Lk7EEHWjUOCq1GZyYSM5vGuFivFhdD55DxgWqRCFWjxp4YeUADWI7ukxrQJKQ,necromancerh,4057,1558811030000,171,,,,,
Ao0iaJug6te5VE30zpfikCqbaia1o_AXaThodMJw5dEp7Ts,cKcU7YK8Euo74JuYHIGhB0Yy-oZ7R9HsLc6lYpfKiR7zopk,HhtFy628rmbi6SmHM0U-YjQgxOM0qtO1XtP1R6Y15VZ92UZXerNR-2Oxj70pS_SOicttTXlYB7fkww,Anivia Smurf,3806,1558066109000,56,,,,,
qz0yRmXhOtGmFsQO84qnwr9f-ZqSRhVqmVW3z5BCenYl0eo,eLMhBTAfTJ6Iybes5JbiPR9YcS4PrMCrP9Ip4KiI0neIz3z7fJxlpVs1,_A0zvMrUCkYINhF4HIXAKfPGsWQ2FfVAnMkSHxjU8xQobgW0lhInkWC-o2ryYlSNzDXjoalIgpvYmw,FreeCalories,3368,1555374367000,38,,,,,
GO1Stqlhn4wUaYp447g9q-B5LtaFKI1W3OeExBeEJuC1ans,C-Gl8AXo-OygNye7YXJMdCYAerPp0HuT0YPNE_XgDwy_QoM,umbRQ6yBC3d4BKUN0CEgXMLpJhjaP6qTXI4Pm6FLLUP6BKflR8IcIcB3VT1KZWy0un6DtdkpR-7dXg,Kat4r1na,3353,1558982074000,124,,,,,
0LJErtZ0Io_jL9W_fjQiA5oJQIt3vA7unwhJEsY0E308I5c,Xa5-Ii1ULF7JpNCVeLEk06kA_aUHpN6c2nEUAlPBIpq-BLE,2QZepyNJ7t48usgUnbvZLBHFqjZzxHksxEeyOT-u_RLiOTQ2Z41wPjJRfTok92K_cLjLqLMKn8X1Dw,GriffeyBear21,4027,1558961595000,73,,,,,
CG9KyO1jeu2ts5FFw8vCKktX8VR77vqvwg2Lyzm0w62KNY8,BxbdOB_VmJbAyMNvJvvTOsl0MCZH_3oJEDbRaZNinwOrCJU,BvGrj1wDKibvstxAYfUkdUuytyzwW98212gFOM3M-nutEptxPFV9-Y8x-7I68A1QLQtvllYv10385Q,Kurome Noomi,3478,1558713805000,43,,,,,
8zK5weLqxUXZO1tQam_cHbp_O04lWW7rY7wNULUIVQ-C2As,GEMJuxjy-921p59t1dqBxSxprId1GAhEmwF6SL9QQ6GX7Q,hjhSA4venDPDJz4fwnhLWMawVzjK0-I92vlMuxvXpDf9i9jtuk7HntzezEyMHeYVSaOY9ECliwkt-A,Tsistu,688,1554845712000,57,,,,,
u1SpY9W_0WpLWmspb2V0O5RsJyHxTZnoJYrm30kBZrvkYks,gsyKFnHcfMdA0AOiY5dLczkKMxMFoyU3eXJcH9E3W-4q_Lc,CeJEsIIsgQgv4XW5Q8IKnQORY7lE5CIFCA60uDoW0IeafDtHfszQsDW_Avjh_0zwzLUgs9qX0eI_Rg,C4t Lady,1431,1558933994000,66,,,,,
-9lX41KqEeT7o6GmvtEU6cXHbksjvjct46gPPBU1Dm69iaY,F0rfibImBdZDeKeqD6qxBIsoH7TJJNzS4YheerhnFjzL4go,EVLVU2VnQZMv9vv__1pl2xFw8--TaRTbP2ZrOlLhZb3oTqnbHx9Lj6H84vEAdIaUZNiNyXiNXeXIow,Pwoutie,1594,1558968767000,96,,,,,
PONZazfM8ALrJNA1YJEGFEHU0gv6lzyN2Ho_Wblb0k71qdw,3xruoOzctYNFtEWw9efDYg7Fwlr0Cx25LTPNJMVDGLzrG1w,RL2Po7-_gENDErpjAw0kFqmJiNxAp6lKJJZttSNFx5Uc1ybuHBZYavPYkhWsj6Mp7r5bAmwYFlKalA,james8726,4086,1559002811000,71,,,,,
Q6hFiUmMKuZUTigPK5OlvoeGW75RF1zLS665p5OCDrXfZk8,NIg8sKP8ETeAKUa-sGoZIdlLADRLyk6Axx4-N8V8JD-FhVg,8zVfQDGW1QwHrZl8kddAB1foNu4919jCCHLhtvJtZe8DgfXlVfLm1ca-zzucEdpe2Bc-M7Rojw8imQ,Justoutofreach,4090,1558983833000,162,,,,,
Q-N6hhdb7gMCj6NMptFBhMNyHhW--dXhUDXVRazNXlBzV8A,2inQvk3LXjMSR9wClZlXZze-5Ilpl5ejxyEQOu7YPTw7GOk,b4jq41E7U5J_-VWULeGGZiFGTH1PGblQ94pOz4sGATXkVksge-pgtFsFKd87t9KghkU-MBpl04Q3Yg,SkylineOG,658,1558985770000,32,,,,,
